id,posisi,cv_user,probability
abbe1fb7-6c32-4679-a9b6-5cf7dec0c710,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
25e151f5-4ae4-4589-88c1-19b0b37bd5b7,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
db765d0d-bcd8-411b-931e-53d781eeda80,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
1ee3cc53-2e11-4f05-afce-b25e08aa2d30,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
64986261-b6c2-475f-b05a-05690e749eb7,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
c51a2bf7-20f7-40ad-9dfa-d6c98a296b82,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
dc563dcf-1d06-4895-a439-72587fa9e870,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
a2391658-53d6-470d-9f78-dfda3533785f,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
2f3f5e01-c44b-4efd-9a41-c41392e36213,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
652ea246-de88-49f2-93b4-927636f89890,front desk agent,"Curriculum Vitae Data Diri : Anda Tempat, Tanggal Lahir: Tempat, Tanggal Lahir Usia: 23 tahun : Lengkap Nomor Telepon: Nomor Telepon Email: Email Anda SIM: SIM A Ringkasan Profesional Saya adalah lulusan D3 Manajemen Perhotelan dengan pengalaman 1 tahun bekerja di hotel berbintang sebagai Front Desk Agent. Saya memiliki keahlian dalam mengelola sistem reservasi hotel, menangani proses checkin dan checkout, serta memberikan informasi terkait hotel dan fasilitasnya. Dengan kemampuan bahasa Inggris aktif, saya dapat berkomunikasi dengan tamu lokal maupun internasional dengan baik. Saya dikenal sebagai pribadi yang teliti, disiplin, dan inovatif, serta memiliki SIM A yang mendukung mobilitas dalam pekerjaan. Pendidikan D3 Manajemen Perhotelan – Universitas Tahun Masuk Tahun Lulus Pengalaman Kerja Front Desk Agent – Hotel, Lokasi Tahun Mulai Tahun Selesai Menangani proses checkin dan checkout tamu dengan profesional dan cepat. Mengelola reservasi kamar melalui sistem OTA dan secara langsung. Memberikan informasi lengkap kepada tamu mengenai hotel, kamar yang tersedia, tarif, dan fasilitas. Menjawab panggilan telepon eksternal dan internal, serta menangani permintaan tamu. Berkomunikasi dengan berbagai departemen untuk memastikan kenyamanan tamu selama menginap. Mendokumentasikan setiap pemesanan, keluhan, dan permintaan khusus tamu untuk referensi lebih lanjut. Keahlian Mengoperasikan sistem reservasi hotel dan OTA Online Travel Agent Menangani proses checkin/checkout dengan profesionalisme tinggi Memberikan pelayanan pelanggan dengan standar terbaik Berkomunikasi dengan baik dalam bahasa Inggris aktif Memiliki keterampilan administrasi dan dokumentasi data tamu Mahir dalam penggunaan Microsoft Office Word, Excel, PowerPoint Sertifikasi Pelatihan Front Office & Hospitality Management – Lembaga, Tahun Sertifikat Bahasa Inggris TOEIC/TOEFL/IELTS – Skor Soft Skills Komunikasi interpersonal yang baik Disiplin dan teliti dalam bekerja Kemampuan berpikir inovatif dan kreatif Kemampuan bekerja sama dalam tim Fleksibel dan mampu beradaptasi dengan cepat Bahasa Bahasa Indonesia Fluent Bahasa Inggris Aktif",98.0%
